"date","metric","submetric","value","display"
2023-09-09,"COVID-19 cases","Total","9464","Number"
2023-09-16,"COVID-19 cases","Total","9603","Number"
2023-09-23,"COVID-19 cases","Total","10415","Number"
2023-09-30,"COVID-19 cases","Total","8603","Number"
2023-10-07,"COVID-19 cases","Total","7010","Number"
2023-10-14,"COVID-19 cases","Total","5136","Number"
2023-10-21,"COVID-19 cases","Total","4649","Number"
2023-10-28,"COVID-19 cases","Total","4123","Number"
2023-11-04,"COVID-19 cases","Total","3351","Number"
2023-11-11,"COVID-19 cases","Total","3789","Number"
2023-11-18,"COVID-19 cases","Total","4406","Number"
2023-11-25,"COVID-19 cases","Total","4825","Number"
2023-12-02,"COVID-19 cases","Total","6508","Number"
2023-12-09,"COVID-19 cases","Total","7330","Number"
2023-12-16,"COVID-19 cases","Total","10327","Number"
2023-12-23,"COVID-19 cases","Total","14023","Number"
2023-12-30,"COVID-19 cases","Total","16496","Number"
2024-01-06,"COVID-19 cases","Total","17056","Number"
2024-01-13,"COVID-19 cases","Total","15257","Number"
2024-01-20,"COVID-19 cases","Total","10727","Number"
2024-01-27,"COVID-19 cases","Total","9700","Number"
2024-02-03,"COVID-19 cases","Total","7539","Number"
2024-02-10,"COVID-19 cases","Total","6104","Number"
2024-02-17,"COVID-19 cases","Total","4576","Number"
2024-02-24,"COVID-19 cases","Total","3453","Number"
2024-03-02,"COVID-19 cases","Total","2951","Number"
2024-03-09,"COVID-19 cases","Total","2204","Number"
2024-03-16,"COVID-19 cases","Total","1796","Number"
2024-03-23,"COVID-19 cases","Total","1752","Number"
2024-03-30,"COVID-19 cases","Total","1539","Number"
2024-04-06,"COVID-19 cases","Total","1432","Number"
2024-04-13,"COVID-19 cases","Total","1413","Number"
2024-04-20,"COVID-19 cases","Total","1406","Number"
2024-04-27,"COVID-19 cases","Total","1350","Number"
2024-05-04,"COVID-19 cases","Total","1576","Number"
2024-05-11,"COVID-19 cases","Total","1765","Number"
2024-05-18,"COVID-19 cases","Total","2486","Number"
2024-05-25,"COVID-19 cases","Total","2736","Number"
2024-06-01,"COVID-19 cases","Total","2939","Number"
2024-06-08,"COVID-19 cases","Total","3631","Number"
2024-06-15,"COVID-19 cases","Total","4186","Number"
2024-06-22,"COVID-19 cases","Total","4869","Number"
2024-06-29,"COVID-19 cases","Total","5328","Number"
2024-07-06,"COVID-19 cases","Total","5603","Number"
2024-07-13,"COVID-19 cases","Total","6488","Number"
2024-07-20,"COVID-19 cases","Total","7046","Number"
2024-07-27,"COVID-19 cases","Total","7550","Number"
2024-08-03,"COVID-19 cases","Total","6860","Number"
2024-08-10,"COVID-19 cases","Total","5419","Number"
2024-08-17,"COVID-19 cases","Total","5465","Number"
2024-08-24,"COVID-19 cases","Total","4692","Number"
2024-08-31,"COVID-19 cases","Total","4169","Number"
2024-09-07,"COVID-19 cases","Total","3581","Number"
2024-09-14,"COVID-19 cases","Total","3767","Number"
2024-09-21,"COVID-19 cases","Total","3424","Number"
2024-09-28,"COVID-19 cases","Total","2674","Number"
2024-10-05,"COVID-19 cases","Total","1770","Number"
2024-10-12,"COVID-19 cases","Total","1420","Number"
2024-10-19,"COVID-19 cases","Total","1204","Number"
2024-10-26,"COVID-19 cases","Total","1217","Number"
2024-11-02,"COVID-19 cases","Total","1241","Number"
2024-11-09,"COVID-19 cases","Total","940","Number"
2024-11-16,"COVID-19 cases","Total","915","Number"
2024-11-23,"COVID-19 cases","Total","1015","Number"
2024-11-30,"COVID-19 cases","Total","1011","Number"
2024-12-07,"COVID-19 cases","Total","1464","Number"
2024-12-14,"COVID-19 cases","Total","1589","Number"
2024-12-21,"COVID-19 cases","Total","2009","Number"
2024-12-28,"COVID-19 cases","Total","1907","Number"
2025-01-04,"COVID-19 cases","Total","2559","Number"
2025-01-11,"COVID-19 cases","Total","2620","Number"
2025-01-18,"COVID-19 cases","Total","2881","Number"
2025-01-25,"COVID-19 cases","Total","2909","Number"
2025-02-01,"COVID-19 cases","Total","3316","Number"
2025-02-08,"COVID-19 cases","Total","3544","Number"
2025-02-15,"COVID-19 cases","Total","3355","Number"
2025-02-22,"COVID-19 cases","Total","2946","Number"
2025-03-01,"COVID-19 cases","Total","3222","Number"
2025-03-08,"COVID-19 cases","Total","3375","Number"
2025-03-15,"COVID-19 cases","Total","4015","Number"
2025-03-22,"COVID-19 cases","Total","4202","Number"
2025-03-29,"COVID-19 cases","Total","4098","Number"
2025-04-05,"COVID-19 cases","Total","3708","Number"
2025-04-12,"COVID-19 cases","Total","3314","Number"
2025-04-19,"COVID-19 cases","Total","2773","Number"
2025-04-26,"COVID-19 cases","Total","2463","Number"
2025-05-03,"COVID-19 cases","Total","1961","Number"
2025-05-10,"COVID-19 cases","Total","1689","Number"
2025-05-17,"COVID-19 cases","Total","1657","Number"
2025-05-24,"COVID-19 cases","Total","1562","Number"
2025-05-31,"COVID-19 cases","Total","1744","Number"
2025-06-07,"COVID-19 cases","Total","1782","Number"
2025-06-14,"COVID-19 cases","Total","1631","Number"
2025-06-21,"COVID-19 cases","Total","1575","Number"
2025-06-28,"COVID-19 cases","Total","1410","Number"
2025-07-05,"COVID-19 cases","Total","1294","Number"
2025-07-12,"COVID-19 cases","Total","1540","Number"
2025-07-19,"COVID-19 cases","Total","1552","Number"
2025-07-26,"COVID-19 cases","Total","1845","Number"
2025-08-02,"COVID-19 cases","Total","2034","Number"
2025-08-09,"COVID-19 cases","Total","2371","Number"
2025-08-16,"COVID-19 cases","Total","2651","Number"
2025-08-23,"COVID-19 cases","Total","2360","Number"
2025-08-30,"COVID-19 cases","Total","2553","Number"
2025-09-06,"COVID-19 cases","Total","2698","Number"
2025-09-13,"COVID-19 cases","Total","2895","Number"
2025-09-20,"COVID-19 cases","Total","2940","Number"
2025-09-27,"COVID-19 cases","Total","2335","Number"
2025-10-04,"COVID-19 cases","Total","1773","Number"
2025-10-11,"COVID-19 cases","Total","1335","Number"
2025-10-18,"COVID-19 cases","Total","1008","Number"
2025-10-25,"COVID-19 cases","Total","915","Number"
2025-11-01,"COVID-19 cases","Total","876","Number"
2025-11-08,"COVID-19 cases","Total","844","Number"
2025-11-15,"COVID-19 cases","Total","793","Number"
2025-11-22,"COVID-19 cases","Total","830","Number"
2025-11-29,"COVID-19 cases","Total","755","Number"
2025-12-06,"COVID-19 cases","Total","993","Number"
2025-12-13,"COVID-19 cases","Total","1159","Number"
2025-12-20,"COVID-19 cases","Total","1164","Number"
2025-12-27,"COVID-19 cases","Total","1023","Number"
2026-01-03,"COVID-19 cases","Total","1126","Number"
2026-01-10,"COVID-19 cases","Total","1301","Number"
2026-01-17,"COVID-19 cases","Total","1058","Number"
2026-01-24,"COVID-19 cases","Total","965","Number"
2026-01-31,"COVID-19 cases","Total","808","Number"
2026-02-07,"COVID-19 cases","Total","1075","Number"
2026-02-14,"COVID-19 cases","Total","1118","Number"
2026-02-21,"COVID-19 cases","Total","1134","Number"
2026-02-28,"COVID-19 cases","Total","833","Number"
2026-03-07,"COVID-19 cases","Total","1075","Number"
2026-03-14,"COVID-19 cases","Total","1164","Number"
2026-03-21,"COVID-19 cases","Total","1456","Number"
2026-03-28,"COVID-19 cases","Total","1528","Number"
2026-04-04,"COVID-19 cases","Total","1286","Number"
2026-04-11,"COVID-19 cases","Total","933","Number"
2026-04-18,"COVID-19 cases","Total","784","Number"
2026-04-25,"COVID-19 cases","Total","669","Number"
2026-05-02,"COVID-19 cases","Total","761","Number"
2026-05-09,"COVID-19 cases","Total","646","Number"
2026-05-16,"COVID-19 cases","Total","511","Number"
2026-05-23,"COVID-19 cases","Total","424","Number"
2026-05-30,"COVID-19 cases","Total","286","Number"
2026-06-06,"COVID-19 cases","Total","259","Number"
2026-06-13,"COVID-19 cases","Total","259","Number"
2026-06-20,"COVID-19 cases","Total","218","Number"
2026-06-27,"COVID-19 cases","Total","220","Number"
2026-07-04,"COVID-19 cases","Total","279","Number"
2026-07-11,"COVID-19 cases","Total","334","Number"
2026-07-18,"COVID-19 cases","Total","560","Number"
2026-07-25,"COVID-19 cases","Total","658","Number"
2026-08-01,"COVID-19 cases","Total","854","Number"
2026-08-08,"COVID-19 cases","Total","949","Number"
2026-08-15,"COVID-19 cases","Total","1119","Number"
2026-05-30,"COVID-19 cases by test type","Confirmed","261","Number"
2026-06-06,"COVID-19 cases by test type","Confirmed","225","Number"
2026-06-13,"COVID-19 cases by test type","Confirmed","219","Number"
2026-06-20,"COVID-19 cases by test type","Confirmed","184","Number"
2026-06-27,"COVID-19 cases by test type","Confirmed","184","Number"
2026-07-04,"COVID-19 cases by test type","Confirmed","254","Number"
2026-07-11,"COVID-19 cases by test type","Confirmed","278","Number"
2026-07-18,"COVID-19 cases by test type","Confirmed","344","Number"
2026-07-25,"COVID-19 cases by test type","Confirmed","392","Number"
2026-08-01,"COVID-19 cases by test type","Confirmed","493","Number"
2026-08-08,"COVID-19 cases by test type","Confirmed","562","Number"
2026-08-15,"COVID-19 cases by test type","Confirmed","656","Number"
2026-05-30,"COVID-19 cases by test type","Probable","25","Number"
2026-06-06,"COVID-19 cases by test type","Probable","34","Number"
2026-06-13,"COVID-19 cases by test type","Probable","40","Number"
2026-06-20,"COVID-19 cases by test type","Probable","34","Number"
2026-06-27,"COVID-19 cases by test type","Probable","36","Number"
2026-07-04,"COVID-19 cases by test type","Probable","25","Number"
2026-07-11,"COVID-19 cases by test type","Probable","56","Number"
2026-07-18,"COVID-19 cases by test type","Probable","216","Number"
2026-07-25,"COVID-19 cases by test type","Probable","266","Number"
2026-08-01,"COVID-19 cases by test type","Probable","361","Number"
2026-08-08,"COVID-19 cases by test type","Probable","387","Number"
2026-08-15,"COVID-19 cases by test type","Probable","463","Number"
2026-05-30,"COVID-19 cases by age group","0-4","90","Number"
2026-06-06,"COVID-19 cases by age group","0-4","67","Number"
2026-06-13,"COVID-19 cases by age group","0-4","47","Number"
2026-06-20,"COVID-19 cases by age group","0-4","54","Number"
2026-06-27,"COVID-19 cases by age group","0-4","43","Number"
2026-07-04,"COVID-19 cases by age group","0-4","58","Number"
2026-07-11,"COVID-19 cases by age group","0-4","62","Number"
2026-07-18,"COVID-19 cases by age group","0-4","76","Number"
2026-07-25,"COVID-19 cases by age group","0-4","85","Number"
2026-08-01,"COVID-19 cases by age group","0-4","103","Number"
2026-08-08,"COVID-19 cases by age group","0-4","111","Number"
2026-08-15,"COVID-19 cases by age group","0-4","144","Number"
2026-05-30,"COVID-19 cases by age group","5-17","19","Number"
2026-06-06,"COVID-19 cases by age group","5-17","29","Number"
2026-06-13,"COVID-19 cases by age group","5-17","19","Number"
2026-06-20,"COVID-19 cases by age group","5-17","15","Number"
2026-06-27,"COVID-19 cases by age group","5-17","19","Number"
2026-07-04,"COVID-19 cases by age group","5-17","12","Number"
2026-07-11,"COVID-19 cases by age group","5-17","14","Number"
2026-07-18,"COVID-19 cases by age group","5-17","27","Number"
2026-07-25,"COVID-19 cases by age group","5-17","31","Number"
2026-08-01,"COVID-19 cases by age group","5-17","40","Number"
2026-08-08,"COVID-19 cases by age group","5-17","54","Number"
2026-08-15,"COVID-19 cases by age group","5-17","57","Number"
2026-05-30,"COVID-19 cases by age group","18-64","107","Number"
2026-06-06,"COVID-19 cases by age group","18-64","108","Number"
2026-06-13,"COVID-19 cases by age group","18-64","136","Number"
2026-06-20,"COVID-19 cases by age group","18-64","114","Number"
2026-06-27,"COVID-19 cases by age group","18-64","108","Number"
2026-07-04,"COVID-19 cases by age group","18-64","134","Number"
2026-07-11,"COVID-19 cases by age group","18-64","187","Number"
2026-07-18,"COVID-19 cases by age group","18-64","337","Number"
2026-07-25,"COVID-19 cases by age group","18-64","413","Number"
2026-08-01,"COVID-19 cases by age group","18-64","524","Number"
2026-08-08,"COVID-19 cases by age group","18-64","557","Number"
2026-08-15,"COVID-19 cases by age group","18-64","680","Number"
2026-05-30,"COVID-19 cases by age group","65+","70","Number"
2026-06-06,"COVID-19 cases by age group","65+","55","Number"
2026-06-13,"COVID-19 cases by age group","65+","57","Number"
2026-06-20,"COVID-19 cases by age group","65+","35","Number"
2026-06-27,"COVID-19 cases by age group","65+","50","Number"
2026-07-04,"COVID-19 cases by age group","65+","75","Number"
2026-07-11,"COVID-19 cases by age group","65+","71","Number"
2026-07-18,"COVID-19 cases by age group","65+","120","Number"
2026-07-25,"COVID-19 cases by age group","65+","129","Number"
2026-08-01,"COVID-19 cases by age group","65+","187","Number"
2026-08-08,"COVID-19 cases by age group","65+","227","Number"
2026-08-15,"COVID-19 cases by age group","65+","238","Number"
2026-05-30,"COVID-19 cases by borough","Bronx","50","Number"
2026-06-06,"COVID-19 cases by borough","Bronx","71","Number"
2026-06-13,"COVID-19 cases by borough","Bronx","96","Number"
2026-06-20,"COVID-19 cases by borough","Bronx","61","Number"
2026-06-27,"COVID-19 cases by borough","Bronx","71","Number"
2026-07-04,"COVID-19 cases by borough","Bronx","70","Number"
2026-07-11,"COVID-19 cases by borough","Bronx","77","Number"
2026-07-18,"COVID-19 cases by borough","Bronx","109","Number"
2026-07-25,"COVID-19 cases by borough","Bronx","139","Number"
2026-08-01,"COVID-19 cases by borough","Bronx","174","Number"
2026-08-08,"COVID-19 cases by borough","Bronx","233","Number"
2026-08-15,"COVID-19 cases by borough","Bronx","261","Number"
2026-05-30,"COVID-19 cases by borough","Brooklyn","110","Number"
2026-06-06,"COVID-19 cases by borough","Brooklyn","82","Number"
2026-06-13,"COVID-19 cases by borough","Brooklyn","71","Number"
2026-06-20,"COVID-19 cases by borough","Brooklyn","72","Number"
2026-06-27,"COVID-19 cases by borough","Brooklyn","58","Number"
2026-07-04,"COVID-19 cases by borough","Brooklyn","76","Number"
2026-07-11,"COVID-19 cases by borough","Brooklyn","86","Number"
2026-07-18,"COVID-19 cases by borough","Brooklyn","140","Number"
2026-07-25,"COVID-19 cases by borough","Brooklyn","170","Number"
2026-08-01,"COVID-19 cases by borough","Brooklyn","209","Number"
2026-08-08,"COVID-19 cases by borough","Brooklyn","224","Number"
2026-08-15,"COVID-19 cases by borough","Brooklyn","289","Number"
2026-05-30,"COVID-19 cases by borough","Manhattan","48","Number"
2026-06-06,"COVID-19 cases by borough","Manhattan","39","Number"
2026-06-13,"COVID-19 cases by borough","Manhattan","36","Number"
2026-06-20,"COVID-19 cases by borough","Manhattan","36","Number"
2026-06-27,"COVID-19 cases by borough","Manhattan","33","Number"
2026-07-04,"COVID-19 cases by borough","Manhattan","45","Number"
2026-07-11,"COVID-19 cases by borough","Manhattan","64","Number"
2026-07-18,"COVID-19 cases by borough","Manhattan","132","Number"
2026-07-25,"COVID-19 cases by borough","Manhattan","124","Number"
2026-08-01,"COVID-19 cases by borough","Manhattan","187","Number"
2026-08-08,"COVID-19 cases by borough","Manhattan","184","Number"
2026-08-15,"COVID-19 cases by borough","Manhattan","231","Number"
2026-05-30,"COVID-19 cases by borough","Queens","59","Number"
2026-06-06,"COVID-19 cases by borough","Queens","49","Number"
2026-06-13,"COVID-19 cases by borough","Queens","46","Number"
2026-06-20,"COVID-19 cases by borough","Queens","36","Number"
2026-06-27,"COVID-19 cases by borough","Queens","52","Number"
2026-07-04,"COVID-19 cases by borough","Queens","81","Number"
2026-07-11,"COVID-19 cases by borough","Queens","95","Number"
2026-07-18,"COVID-19 cases by borough","Queens","159","Number"
2026-07-25,"COVID-19 cases by borough","Queens","178","Number"
2026-08-01,"COVID-19 cases by borough","Queens","235","Number"
2026-08-08,"COVID-19 cases by borough","Queens","272","Number"
2026-08-15,"COVID-19 cases by borough","Queens","291","Number"
2026-05-30,"COVID-19 cases by borough","Staten Island","19","Number"
2026-06-06,"COVID-19 cases by borough","Staten Island","18","Number"
2026-06-13,"COVID-19 cases by borough","Staten Island","10","Number"
2026-06-20,"COVID-19 cases by borough","Staten Island","13","Number"
2026-06-27,"COVID-19 cases by borough","Staten Island","6","Number"
2026-07-04,"COVID-19 cases by borough","Staten Island","7","Number"
2026-07-11,"COVID-19 cases by borough","Staten Island","12","Number"
2026-07-18,"COVID-19 cases by borough","Staten Island","20","Number"
2026-07-25,"COVID-19 cases by borough","Staten Island","47","Number"
2026-08-01,"COVID-19 cases by borough","Staten Island","49","Number"
2026-08-08,"COVID-19 cases by borough","Staten Island","36","Number"
2026-08-15,"COVID-19 cases by borough","Staten Island","47","Number"
2026-05-30,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","16","Number"
2026-06-06,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","16","Number"
2026-06-13,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","12","Number"
2026-06-20,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","17","Number"
2026-06-27,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","19","Number"
2026-07-04,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","26","Number"
2026-07-11,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","43","Number"
2026-07-18,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","58","Number"
2026-07-25,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","74","Number"
2026-08-01,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","84","Number"
2026-08-08,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","95","Number"
2026-08-15,"COVID-19 cases by race and ethnicity","Asian/Pacific Islander","86","Number"
2026-05-30,"COVID-19 cases by race and ethnicity","Black/African American","52","Number"
2026-06-06,"COVID-19 cases by race and ethnicity","Black/African American","47","Number"
2026-06-13,"COVID-19 cases by race and ethnicity","Black/African American","44","Number"
2026-06-20,"COVID-19 cases by race and ethnicity","Black/African American","47","Number"
2026-06-27,"COVID-19 cases by race and ethnicity","Black/African American","37","Number"
2026-07-04,"COVID-19 cases by race and ethnicity","Black/African American","58","Number"
2026-07-11,"COVID-19 cases by race and ethnicity","Black/African American","56","Number"
2026-07-18,"COVID-19 cases by race and ethnicity","Black/African American","115","Number"
2026-07-25,"COVID-19 cases by race and ethnicity","Black/African American","113","Number"
2026-08-01,"COVID-19 cases by race and ethnicity","Black/African American","180","Number"
2026-08-08,"COVID-19 cases by race and ethnicity","Black/African American","208","Number"
2026-08-15,"COVID-19 cases by race and ethnicity","Black/African American","245","Number"
2026-05-30,"COVID-19 cases by race and ethnicity","Hispanic/Latino","73","Number"
2026-06-06,"COVID-19 cases by race and ethnicity","Hispanic/Latino","63","Number"
2026-06-13,"COVID-19 cases by race and ethnicity","Hispanic/Latino","76","Number"
2026-06-20,"COVID-19 cases by race and ethnicity","Hispanic/Latino","46","Number"
2026-06-27,"COVID-19 cases by race and ethnicity","Hispanic/Latino","63","Number"
2026-07-04,"COVID-19 cases by race and ethnicity","Hispanic/Latino","76","Number"
2026-07-11,"COVID-19 cases by race and ethnicity","Hispanic/Latino","82","Number"
2026-07-18,"COVID-19 cases by race and ethnicity","Hispanic/Latino","125","Number"
2026-07-25,"COVID-19 cases by race and ethnicity","Hispanic/Latino","160","Number"
2026-08-01,"COVID-19 cases by race and ethnicity","Hispanic/Latino","206","Number"
2026-08-08,"COVID-19 cases by race and ethnicity","Hispanic/Latino","249","Number"
2026-08-15,"COVID-19 cases by race and ethnicity","Hispanic/Latino","284","Number"
2026-05-30,"COVID-19 cases by race and ethnicity","White","57","Number"
2026-06-06,"COVID-19 cases by race and ethnicity","White","45","Number"
2026-06-13,"COVID-19 cases by race and ethnicity","White","54","Number"
2026-06-20,"COVID-19 cases by race and ethnicity","White","36","Number"
2026-06-27,"COVID-19 cases by race and ethnicity","White","37","Number"
2026-07-04,"COVID-19 cases by race and ethnicity","White","51","Number"
2026-07-11,"COVID-19 cases by race and ethnicity","White","73","Number"
2026-07-18,"COVID-19 cases by race and ethnicity","White","109","Number"
2026-07-25,"COVID-19 cases by race and ethnicity","White","152","Number"
2026-08-01,"COVID-19 cases by race and ethnicity","White","177","Number"
2026-08-08,"COVID-19 cases by race and ethnicity","White","185","Number"
2026-08-15,"COVID-19 cases by race and ethnicity","White","225","Number"
2026-08-15,"COVID-19 cases by race and ethnicity","Proportion missing race and ethnicity","25","Percent"
2023-09-09,"Influenza cases","Total","215","Number"
2023-09-16,"Influenza cases","Total","234","Number"
2023-09-23,"Influenza cases","Total","330","Number"
2023-09-30,"Influenza cases","Total","313","Number"
2023-10-07,"Influenza cases","Total","464","Number"
2023-10-14,"Influenza cases","Total","463","Number"
2023-10-21,"Influenza cases","Total","554","Number"
2023-10-28,"Influenza cases","Total","750","Number"
2023-11-04,"Influenza cases","Total","823","Number"
2023-11-11,"Influenza cases","Total","1326","Number"
2023-11-18,"Influenza cases","Total","2067","Number"
2023-11-25,"Influenza cases","Total","2543","Number"
2023-12-02,"Influenza cases","Total","3918","Number"
2023-12-09,"Influenza cases","Total","5811","Number"
2023-12-16,"Influenza cases","Total","10547","Number"
2023-12-23,"Influenza cases","Total","14438","Number"
2023-12-30,"Influenza cases","Total","15063","Number"
2024-01-06,"Influenza cases","Total","11133","Number"
2024-01-13,"Influenza cases","Total","12271","Number"
2024-01-20,"Influenza cases","Total","10405","Number"
2024-01-27,"Influenza cases","Total","11241","Number"
2024-02-03,"Influenza cases","Total","9933","Number"
2024-02-10,"Influenza cases","Total","9435","Number"
2024-02-17,"Influenza cases","Total","8383","Number"
2024-02-24,"Influenza cases","Total","7426","Number"
2024-03-02,"Influenza cases","Total","6806","Number"
2024-03-09,"Influenza cases","Total","5735","Number"
2024-03-16,"Influenza cases","Total","4351","Number"
